organoid_type	doi	pmcid	first_author	year	journal	species	source_cell_type	license	has_methods	has_supplement	gold_candidate	flags	notes
gastric	10.3389/fcell.2025.1712621	PMC12921360	Chang	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.stemcr.2025.102724	PMC12925955	Sutcliffe	2026	Stem cell reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3389/fcimb.2026.1725344	PMC12929407	Li	2026	Frontiers in cellular and infection microbiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic	10.1016/j.nsa.2026.106988	PMC12933599	Marcotto	2026	Neuroscience applied	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney		PMC12937646	Li	2026	Biomedicines	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.778
cardiac		PMC12937747	Giri	2026	Biomedicines	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/biomimetics11020142	PMC12938774	Kim	2026	Biomimetics (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
retinal		PMC12940303	Valenzano	2026	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3390/v18020238	PMC12944987	Suneesh	2026	Viruses	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.34133/research.1165	PMC12953928	Liu	2026	Research (Washington, D.C.)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.15283/ijsc25042	PMC12954766	Shin	2026	International journal of stem cells	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.909
intestinal	10.1002/advs.202516507	PMC12955914	Lavickova	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic	10.1038/s41392-026-02595-7	PMC12960935	Lim	2026	Signal transduction and targeted therapy	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.818
pancreatic	10.3389/frtra.2026.1740314	PMC12963012	Darden	2026	Frontiers in transplantation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
retinal	10.1016/j.omton.2026.201160	PMC12969023	Kelk	2026	Molecular therapy. Oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1016/j.mtbio.2026.102972	PMC12969800	Kim	2026	Materials today. Bio	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.31744/einstein_journal/2026ao1716	PMC12977266	Josino	2026	Einstein (Sao Paulo, Brazil)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.857
intestinal	10.1128/mbio.03003-25	PMC12977569	Wang	2026	mBio	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic		PMC12984627	Pohlberger	2026	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1016/j.xpro.2026.104423	PMC12990332	Chiaradia	2026	STAR protocols	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
kidney	10.1016/j.reth.2026.101087	PMC12992528	Shioda	2026	Regenerative therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1038/s42003-026-09710-y	PMC12992574	Warschkau	2026	Communications biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.isci.2026.115071	PMC12996818	Branco	2026	iScience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1111/febs.70265	PMC12998197	Leon-Icaza	2026	The FEBS journal	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1002/adhm.202504719	PMC13005688	Kearney	2026	Advanced healthcare materials	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1016/j.virs.2026.02.002	PMC13007296	Shan	2026	Virologica Sinica	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.1080/17460751.2026.2634720	PMC13011608	Sotomayor Lugo	2026	Regenerative medicine	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fimmu.2026.1747589	PMC13018151	Yu	2026	Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1186/s12917-026-05358-2	PMC13020122	Tang	2026	BMC veterinary research	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.3390/biom16030458	PMC13023802	Kelam	2026	Biomolecules	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/biology15060488	PMC13024533	Kim	2026	Biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
intestinal	10.1126/sciadv.aea8280	PMC13025031	Li	2026	Science advances	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.818
pancreatic	10.3390/cells15060532	PMC13025886	Kuncha	2026	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
intestinal	10.3390/toxins18030149	PMC13030031	Li	2026	Toxins	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1038/s41598-026-41177-z	PMC13031523	Asavapanumas	2026	Scientific reports	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1038/s41598-026-40376-y	PMC13031808	Zimmann	2026	Scientific reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3389/fcell.2026.1710021	PMC13036102	Che Shaffi	2026	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic	10.1038/s41419-026-08635-y	PMC13039810	Wu	2026	Cell death & disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1172/jci.insight.190283	PMC13041676	Wanner	2026	JCI insight	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1126/sciadv.aeb2333	PMC13041762	Prallet	2026	Science advances	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cardiac	10.1038/s44385-025-00054-6	PMC13042217	Kim	2026	npj biomedical innovations	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic	10.1111/cpr.70118	PMC13052169	You	2026	Cell proliferation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1371/journal.ppat.1014069	PMC13052877	Nissan	2026	PLoS pathogens	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
retinal	10.1038/s41598-026-42089-8	PMC13065809	Eastlake	2026	Scientific reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
lung	10.1186/s12931-026-03610-9	PMC13067506	Schröder	2026	Respiratory research	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1002/advs.202522276	PMC13067788	Patra	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.reth.2026.101109	PMC13087714	Singh	2026	Regenerative therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic	10.1186/s13062-026-00755-x	PMC13088841	Luo	2026	Biology direct	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.556
cerebral	10.1002/exp2.70160	PMC13094536	Zhang	2026	Exploration (Beijing, China)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.857
cerebral	10.1111/jcmm.71092	PMC13098098	Royston	2026	Journal of cellular and molecular medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3389/fvets.2026.1807098	PMC13099313	Chen	2026	Frontiers in veterinary science	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1002/advs.74917	PMC13104096	Liu	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1186/s13287-026-04953-2	PMC13112721	Zhang	2026	Stem cell research & therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.3390/bioengineering13040478	PMC13113633	Jabri	2026	Bioengineering (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.3390/cells15080703	PMC13114402	Yang	2026	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cerebral	10.3390/brainsci16040427	PMC13114865	Wang	2026	Brain sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.571
cerebral	10.3390/gels12040287	PMC13116992	Kim	2026	Gels (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.1007/s10637-026-01605-3	PMC13121393	He	2026	Investigational new drugs	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.643
hepatic		PMC13126071	Lee	2026	BMB reports	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic	10.1038/s41598-026-43852-7	PMC13129011	Heo	2026	Scientific reports	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1016/j.xcrm.2026.102720	PMC13130689	Guo	2026	Cell reports. Medicine	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.944
hepatic	10.1186/s13287-026-05030-4	PMC13130776	Doeser	2026	Stem cell research & therapy	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.7
intestinal	10.3389/fphar.2026.1778142	PMC13135991	Zuo	2026	Frontiers in pharmacology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic	10.1038/s41598-026-42990-2	PMC13136479	Liang	2026	Scientific reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1002/advs.202524001	PMC13137809	Kuraoka	2026	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
pancreatic	10.1093/burnst/tkag015	PMC13140501	Zhang	2026	Burns & trauma	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.7554/elife.98340	PMC13143278	van der Kroeg	2026	eLife	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1016/j.xinn.2026.101281	PMC13147989	Vincent	2026	Innovation (Cambridge (Mass.))	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.3389/fendo.2026.1795738	PMC13151152	Diane	2026	Frontiers in endocrinology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1038/s41378-026-01249-6	PMC13153201	Kim	2026	Microsystems & nanoengineering	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1186/s13287-026-04995-6	PMC13154695	Sugihara	2026	Stem cell research & therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.1186/s13046-026-03717-3	PMC13154875	Detert	2026	Journal of experimental & clinical cancer research : CR	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.714
hepatic	10.1016/j.ebiom.2026.106277	PMC13157183	Idriss	2026	EBioMedicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1186/s12860-026-00591-x	PMC13162504	Rohe	2026	BMC molecular and cell biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3390/ijms27094128	PMC13164303	Wu	2026	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
kidney	10.3389/fmed.2026.1815902	PMC13167430	Zhao	2026	Frontiers in medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.3389/fmicb.2026.1818217	PMC13167934	Verhaeghe	2026	Frontiers in microbiology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fnmol.2026.1801891	PMC13168099	Chiang	2026	Frontiers in molecular neuroscience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
gastric	10.3389/fonc.2026.1766571	PMC13169162	Ling	2026	Frontiers in oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.1186/s12860-026-00588-6	PMC13170160	Nakazawa	2026	BMC molecular and cell biology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1002/adhm.202505524	PMC13176542	Tadevosyan	2026	Advanced healthcare materials	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.8
intestinal	10.1038/s41563-026-02519-4	PMC13178435	Graham	2026	Nature materials	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3389/fphar.2026.1782408	PMC13180589	Donohoe	2026	Frontiers in pharmacology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1186/s13287-026-04996-5	PMC13182113	Yang	2026	Stem cell research & therapy	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.7150/ijbs.116040	PMC13182545	Zhang	2026	International journal of biological sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1002/mco2.70768	PMC13183798	Li	2026	MedComm	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.583
retinal	10.1038/s41419-026-08724-y	PMC13184248	Parween	2026	Cell death & disease	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1016/j.isci.2026.115752	PMC13186046	Wilson	2026	iScience	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic	10.1002/adhm.202504849	PMC13206403	Zhang	2026	Advanced healthcare materials	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.3390/medicina62050859	PMC13208207	Khan	2026	Medicina (Kaunas, Lithuania)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1016/j.jcmgh.2026.101772	PMC13213672	VanDussen	2026	Cellular and molecular gastroenterology and hepatology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.1016/j.bbrep.2026.102622	PMC13214305	Zhang	2026	Biochemistry and biophysics reports	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.929
intestinal	10.1016/j.sopen.2026.05.002	PMC13214524	Moneme	2026	Surgery open science	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.625
cerebral	10.3389/fonc.2026.1803705	PMC13218870	Ishan	2026	Frontiers in oncology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
kidney	10.1016/j.isci.2026.116053	PMC13223991	Pou Casellas	2026	iScience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic	10.1016/j.mtbio.2026.103181	PMC13224076	Kim	2026	Materials today. Bio	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1242/dmm.052737	PMC13225201	Madden	2026	Disease models & mechanisms	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1242/dmm.052769	PMC13225715	Kan	2026	Disease models & mechanisms	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung		PMC13226553	Navarro Salazar		Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1128/spectrum.02316-25	PMC13228084	Pearah	2026	Microbiology spectrum	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3389/fcell.2026.1809928	PMC13230137	Vijakumaran	2026	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
cardiac	10.1016/j.bioactmat.2026.05.033	PMC13235386	Yang	2026	Bioactive materials	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
gastric	10.3389/fbioe.2026.1790902	PMC13236901	Ma	2026	Frontiers in bioengineering and biotechnology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
hepatic	10.1007/s10544-026-00829-7	PMC13241417	Addario	2026	Biomedical microdevices	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.636
gastric	10.1016/j.bbrep.2026.102653	PMC13241776	Di Giorgio	2026	Biochemistry and biophysics reports	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.1111/cpr.70223	PMC13241826	Wang	2026	Cell proliferation	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
lung	10.1038/s41467-026-71680-w	PMC13246858	Rea-Moreno	2026	Nature communications	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.583
cerebral	10.1002/btm2.70123	PMC13247413	Kahveci	2026	Bioengineering & translational medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
intestinal	10.1371/journal.ppat.1014321	PMC13252844	Schweizer	2026	PLoS pathogens	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic		PMC13253792	Yao		Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.933
lung		PMC13254702	Li		Frontiers in immunology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cerebral	10.3390/cells15110963	PMC13256479	Fernandez Vallone	2026	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic		PMC13260613	Liu		Frontiers in bioengineering and biotechnology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
hepatic		PMC13260716	Rojo		Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.714
gastric	10.1186/s13287-021-02521-4	PMC8420044	Wuputra	2021	Stem cell research & therapy	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
gastric	10.1111/hel.12891	PMC9287064	Idowu	2022	Helicobacter	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
pancreatic	10.3390/ijms24044027	PMC9959977	Liu	2023	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.bioactmat.2023.08.023	PMC10493503	Kerr	2024	Bioactive materials	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.6
cardiac		PMC10506403	Reyat	2023	Frontiers in cardiovascular medicine	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.778
cardiac	10.1016/j.csbj.2023.06.005	PMC10781881	Soares	2023	Computational and structural biotechnology journal	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.615
cardiac	10.1515/mr-2023-0059	PMC10954298	Yang	2024	Medical review (2021)	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.3390/ijms251910690	PMC11477044	Bufi	2024	International journal of molecular sciences	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.heliyon.2024.e38714	PMC11620051	Jang	2024	Heliyon	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cardiac	10.1007/s00018-024-05557-w	PMC11699091	Liu	2025	Cellular and molecular life sciences : CMLS	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.mtbio.2024.101396	PMC11719415	Li	2025	Materials today. Bio	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1186/s12933-025-02598-8	PMC11743075	Huang	2025	Cardiovascular diabetology	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.stemcr.2025.102422	PMC11960529	Snabel	2025	Stem cell reports	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1039/d4lc01000k	PMC11962860	Bounik	2025	Lab on a chip	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.3389/fcell.2025.1564889	PMC11994664	Zhang	2025	Frontiers in cell and developmental biology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.reth.2025.01.001	PMC12000699	Huang	2025	Regenerative therapy	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.833
cardiac	10.1016/j.jmccpl.2025.100298	PMC12020871	da Costa Martins	2025	Journal of molecular and cellular cardiology plus	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.75
cardiac	10.1016/j.xjon.2025.03.006	PMC12230479	Kuroda	2025	JTCVS open	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1002/adma.202417327	PMC12232214	Wang	2025	Advanced materials (Deerfield Beach, Fla.)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1038/s44161-025-00669-3	PMC12259470	Pocock	2025	Nature cardiovascular research	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cardiac	10.3389/fbioe.2025.1629608	PMC12325324	Jiao	2025	Frontiers in bioengineering and biotechnology	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.3390/cells14171396	PMC12428058	Xiao	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cardiac	10.3390/cells14171390	PMC12428614	Zhao	2025	Cells	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.636
cardiac	10.1002/mco2.70392	PMC12446705	Ding	2025	MedComm	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.mtbio.2025.102274	PMC12451373	Lee	2025	Materials today. Bio	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.667
cardiac	10.1016/j.isci.2025.113531	PMC12506531	Liu	2025	iScience	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.3390/bioengineering12101037	PMC12561129	Kgabeng	2025	Bioengineering (Basel, Switzerland)	tbd	tbd	CC-BY	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.scr.2025.103819	PMC12577484	Chua	2025	Stem cell research	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 1.0
cardiac	10.1016/j.jacbts.2025.101363	PMC12665400	Hata	2025	JACC. Basic to translational science	tbd	tbd	CC-BY-NC	yes	tbd	no	auto-ingested	orchestrator batch; grounding 0.5
